id,sex,birthdate,Year of birth,Age,user_name,instagram_number_of_posts,instagram_number_of_followers,instagram_average_number_of_comments,instagram_average_number_of_reactions,instagram_average_engagement,instagram_average_engagement_rate
3943,female,20/06/1994,1994,23,insta_3943,100,3613,"6,18","166,04","172,22","0,04766675893"
10430,female,21/04/1995,1995,23,insta_10430,100,3632,"15,83","582,34","598,17","0,1646943833"
10502,female,18/03/1995,1995,23,insta_10502,95,3685,"52,68421053","439,2315789","491,9157895","0,1334913947"
10669,female,19/04/1995,1995,23,insta_10669,100,3747,"29,57","516,88","546,45","0,1458366693"
7889,male,15/03/1995,1995,23,insta_7889,97,3753,"12,45360825","385,3505155","397,8041237","0,1059963026"
16050,female,06/06/1995,1995,23,insta_16050,100,3809,"4,87","410,01","414,88","0,1089209766"
2902,female,20/08/1994,1994,23,insta_2902,100,3939,"5,14","299,1","304,24","0,07723787763"
15618,female,14/09/1994,1994,23,insta_15618,100,3944,"23,89","364,99","388,88","0,09860040568"
15525,female,19/08/1994,1994,23,insta_15525,100,4086,"0,58","14,05","14,63","0,003580518845"
15757,female,23/04/1995,1995,23,insta_15757,100,4161,"16,97","524,81","541,78","0,1302042778"
15052,female,07/08/1994,1994,23,insta_15052,98,4207,"46,17346939","518,8469388","565,0204082","0,1343048272"
9670,female,09/02/1995,1995,23,insta_9670,100,4221,"4,97","489,2","494,17","0,117074153"
15854,female,04/09/1994,1994,23,insta_15854,100,4346,"15,16","99,62","114,78","0,02641049241"
4319,female,03/02/1995,1995,23,insta_4319,100,4353,"5,76","318,7","324,46","0,07453710085"
6083,female,20/10/1994,1994,23,insta_6083,100,4400,"3,79","77,85","81,64","0,01855454545"
2172,female,08/02/1995,1995,23,insta_2172,88,4502,"29,84090909","220,2613636","250,1022727","0,05555359234"
5775,female,20/04/1995,1995,23,insta_5775,100,4503,"20,13","420,75","440,88","0,09790806129"
8104,female,06/06/1995,1995,23,insta_8104,99,4510,"37,22222222","311,4949495","348,7171717","0,07732088065"
12726,female,19/10/1994,1994,23,insta_12726,15,4515,"1,533333333","112,9333333","114,4666667","0,02535252861"
8679,female,24/08/1994,1994,23,insta_8679,95,4520,"29,38947368","537,6842105","567,0736842","0,1254587797"
11829,male,31/03/1995,1995,23,insta_11829,100,4549,"4,72","245,37","250,09","0,054976918"
16046,female,01/06/1995,1995,23,insta_16046,100,4605,"36,34","320,09","356,43","0,07740065147"
12762,male,06/07/1994,1994,23,insta_12762,100,4697,"6,95","129,29","136,24","0,02900574835"
14255,female,18/08/1994,1994,23,insta_14255,100,4700,"13,84","320,77","334,61","0,07119361702"
10590,female,30/01/1995,1995,23,insta_10590,11,4704,"13,45454545","245,0909091","258,5454545","0,05496289425"
11476,female,14/05/1995,1995,23,insta_11476,100,4709,"9,07","423,85","432,92","0,09193459333"
14645,female,14/08/1994,1994,23,insta_14645,62,4812,"73,03225806","445,4516129","518,483871","0,1077481029"
10555,male,25/04/1995,1995,23,insta_10555,100,4823,"2,75","154,73","157,48","0,03265187643"
6194,female,30/01/1995,1995,23,insta_6194,13,4853,"22,30769231","556,2307692","578,5384615","0,119212541"
1422,female,27/01/1995,1995,23,insta_1422,100,4863,"12,56","195,76","208,32","0,04283775447"
11953,female,11/08/1994,1994,23,insta_11953,100,4880,"49,97","466,39","516,36","0,1058114754"
7260,female,28/03/1995,1995,23,insta_7260,100,4907,"3,59","275,34","278,93","0,0568432851"
11969,male,09/04/1995,1995,23,insta_11969,100,4968,"2,23","151,51","153,74","0,03094605475"
14695,female,09/12/1994,1994,23,insta_14695,99,5032,"34,07070707","566,7979798","600,8686869","0,1194095165"
4425,female,27/03/1995,1995,23,insta_4425,100,5039,"4,58","190,42",195,"0,0386981544"
8422,female,29/10/1994,1994,23,insta_8422,100,5133,"26,48","370,57","397,05","0,07735242548"
12893,male,08/09/1994,1994,23,insta_12893,100,5142,"17,25","749,23","766,48","0,1490626215"
6518,female,25/10/1994,1994,23,insta_6518,100,5153,"6,5","208,35","214,85","0,04169415874"
14516,female,25/06/1994,1994,23,insta_14516,100,5205,"1,81","154,73","156,54","0,03007492795"
1347,female,08/12/1994,1994,23,insta_1347,100,5224,"5,86","302,44","308,3","0,05901607963"
9120,female,07/03/1995,1995,23,insta_9120,100,5237,"6,39","310,12","316,51","0,06043727325"
9505,female,21/01/1995,1995,23,insta_9505,100,5260,"10,08","339,57","349,65","0,06647338403"
13433,female,11/11/1994,1994,23,insta_13433,100,5279,"27,8","494,4","522,2","0,09892025005"
11570,female,31/05/1995,1995,23,insta_11570,100,5288,"54,67","535,52","590,19","0,1116093041"
13790,female,18/01/1995,1995,23,insta_13790,100,5511,"16,97","305,25","322,22","0,05846851751"
1238,female,22/07/1994,1994,23,insta_1238,77,5541,"21,92207792","505,6103896","527,5324675","0,09520528199"
10253,female,12/01/1995,1995,23,insta_10253,96,5575,"10,42708333","267,5416667","277,96875","0,04985986547"
6992,female,08/02/1995,1995,23,insta_6992,100,5600,"16,94","733,69","750,63","0,1340410714"
3387,female,09/12/1994,1994,23,insta_3387,100,5679,"10,33","317,98","328,31","0,05781123437"
11170,male,21/08/1994,1994,23,insta_11170,69,5680,"5,652173913","379,0869565","384,7391304","0,0677357624"
15586,female,27/04/1995,1995,23,insta_15586,100,5686,"8,59","427,2","435,79","0,07664263102"
10569,female,13/10/1994,1994,23,insta_10569,100,5689,"4,49","286,56","291,05","0,05116013359"
11754,female,14/10/1994,1994,23,insta_11754,100,5716,"9,24","264,75","273,99","0,04793386984"
10135,female,28/05/1995,1995,23,insta_10135,100,5873,"26,66","572,3","598,96","0,1019853567"
3238,female,29/12/1994,1994,23,insta_3238,100,5975,"59,02","535,09","594,11","0,09943263598"
10061,female,15/01/1995,1995,23,insta_10061,97,6038,"20,12371134","188,4742268","208,5979381","0,03454752205"
804,female,15/10/1994,1994,23,insta_804,99,6071,"48,44444444","208,8989899","257,3434343","0,04238896958"
5847,female,01/12/1994,1994,23,insta_5847,100,6209,"0,77","38,32","39,09","0,006295699791"
5318,female,23/07/1994,1994,23,insta_5318,87,6376,"15,91954023","491,9310345","507,8505747","0,07965034108"
1696,female,22/12/1994,1994,23,insta_1696,100,6478,"24,52","357,22","381,74","0,05892868169"
14385,female,08/11/1994,1994,23,insta_14385,100,6498,"6,56","237,68","244,24","0,03758694983"
7280,male,18/12/1994,1994,23,insta_7280,5,6550,"5,2","382,6","387,8","0,05920610687"
13046,female,29/09/1994,1994,23,insta_13046,100,6618,"48,81","475,25","524,06","0,07918706558"
3250,female,23/05/1995,1995,23,insta_3250,100,6653,"109,13","1026,18","1135,31","0,170646325"
15788,female,14/02/1995,1995,23,insta_15788,99,6705,"3,929292929","638,3535354","642,2828283","0,09579162241"
1376,female,08/11/1994,1994,23,insta_1376,100,6796,"10,65","364,15","374,8","0,05515008829"
13811,female,05/03/1995,1995,23,insta_13811,100,6819,"15,41","371,18","386,59","0,0566930635"
12348,female,20/05/1995,1995,23,insta_12348,100,6868,"38,93","305,93","344,86","0,05021258008"
13863,female,13/09/1994,1994,23,insta_13863,100,6870,"29,16","722,29","751,45","0,1093813683"
5879,female,07/04/1995,1995,23,insta_5879,20,6877,1,"126,35","127,35","0,01851824924"
13393,male,25/09/1994,1994,23,insta_13393,18,6996,"0,7222222222","172,6666667","173,3888889","0,02478400356"
11761,female,03/06/1995,1995,23,insta_11761,99,7335,"8,747474747","327,6464646","336,3939394","0,04586147776"
9958,female,21/10/1994,1994,23,insta_9958,100,7422,"22,86","409,14",432,"0,05820533549"
13054,female,20/06/1994,1994,23,insta_13054,100,7541,"3,73","149,31","153,04","0,02029439066"
7585,female,20/12/1994,1994,23,insta_7585,100,7546,"9,83","255,67","265,5","0,03518420355"
5469,female,28/01/1995,1995,23,insta_5469,100,7549,"1,77","297,79","299,56","0,0396820771"
8555,male,16/08/1994,1994,23,insta_8555,34,7626,"54,44117647","747,8529412","802,2941176","0,1052051033"
14652,female,27/02/1995,1995,23,insta_14652,38,7664,"33,71052632","2040,157895","2073,868421","0,2705986979"
5658,female,02/07/1994,1994,23,insta_5658,59,7669,"35,16949153","550,8474576","586,0169492","0,07641373701"
6579,female,29/06/1994,1994,23,insta_6579,20,7687,"37,3","432,8","470,1","0,06115519709"
335,female,24/04/1995,1995,23,insta_335,200,7807,"17,785","688,33","706,115","0,09044639426"
8193,male,11/03/1995,1995,23,insta_8193,99,7822,"18,16161616","410,2020202","428,3636364","0,05476395249"
14310,female,27/10/1994,1994,23,insta_14310,100,8013,"16,37","265,74","282,11","0,03520653937"
6509,female,28/04/1995,1995,23,insta_6509,100,8050,"20,79","712,49","733,28","0,09109068323"
15534,female,24/04/1995,1995,23,insta_15534,100,8051,"29,73","642,29","672,02","0,08347037635"
845,female,28/09/1994,1994,23,insta_845,3,8636,"26,66666667",312,"338,6666667","0,03921568627"
10258,female,11/11/1994,1994,23,insta_10258,100,8808,"2,58","274,24","276,82","0,03142824705"
9580,female,27/12/1994,1994,23,insta_9580,100,8849,"32,06","338,92","370,98","0,04192338117"
16105,male,29/10/1994,1994,23,insta_16105,100,8906,"148,28","1365,07","1513,35","0,1699247698"
3065,female,14/09/1994,1994,23,insta_3065,100,9007,"28,7","406,19","434,89","0,04828355723"
7897,female,23/06/1994,1994,23,insta_7897,100,9102,"24,66","398,73","423,39","0,0465161503"
11981,female,10/02/1995,1995,23,insta_11981,100,9150,"29,88","401,86","431,74","0,04718469945"
217,female,15/04/1995,1995,23,insta_217,100,9181,"33,76","469,9","503,66","0,05485894783"
672,female,25/02/1995,1995,23,insta_672,56,9471,"2,107142857","150,8035714","152,9107143","0,01614514986"
12781,female,19/08/1994,1994,23,insta_12781,100,9561,"2,13","101,79","103,92","0,01086915595"
4540,female,18/01/1995,1995,23,insta_4540,58,9714,"3,465517241","135,3275862","138,7931034","0,01428794559"
634,female,01/12/1994,1994,23,insta_634,99,9831,"64,72727273","795,8686869","860,5959596","0,08753900515"
7980,female,31/03/1995,1995,23,insta_7980,42,9852,"49,78571429","595,547619","645,3333333","0,06550277439"
15908,male,21/03/1995,1995,23,insta_15908,100,10044,"50,85","750,99","801,84","0,07983273596"
1217,female,07/01/1995,1995,23,insta_1217,33,10093,"11,21212121","157,1515152","168,3636364","0,01668122821"
14990,female,05/01/1995,1995,23,insta_14990,100,10126,"61,07","862,85","923,92","0,09124234643"
1623,male,30/06/1994,1994,23,insta_1623,100,10268,"9,28","523,76","533,04","0,05191273861"
11937,female,14/03/1995,1995,23,insta_11937,98,10309,"2,795918367","278,5714286","281,3673469","0,02729336957"
10454,female,08/01/1995,1995,23,insta_10454,11,10404,"130,7272727","882,2727273",1013,"0,09736639754"
8071,male,09/06/1994,1994,23,insta_8071,100,10408,"3,34","304,58","307,92","0,02958493467"
7972,male,30/07/1994,1994,23,insta_7972,100,10422,"7,47","260,39","267,86","0,02570140088"
13459,female,05/01/1995,1995,23,insta_13459,100,10534,"12,76","221,33","234,09","0,0222223277"
7273,male,16/09/1994,1994,23,insta_7273,91,10624,"5,417582418","810,7912088","816,2087912","0,0768268817"
11556,female,14/09/1994,1994,23,insta_11556,100,10645,"93,64",1115,"1208,64","0,1135406294"
2221,female,29/12/1994,1994,23,insta_2221,72,10657,"15,29166667","525,8194444","541,1111111","0,05077518168"
14947,female,04/11/1994,1994,23,insta_14947,90,10661,"14,71111111","467,5333333","482,2444444","0,04523444747"
14398,female,28/10/1994,1994,23,insta_14398,98,10707,"31,17346939","568,7959184","599,9693878","0,05603524682"
9837,female,20/03/1995,1995,23,insta_9837,100,10786,"44,18","825,97","870,15","0,08067402188"
830,female,10/08/1994,1994,23,insta_830,100,10842,"40,42","474,2","514,62","0,04746541229"
15656,female,12/08/1994,1994,23,insta_15656,100,10952,"11,3","764,55","775,85","0,07084094229"
10775,female,04/05/1995,1995,23,insta_10775,100,10972,"60,12","463,39","523,51","0,04771327014"
15891,male,14/04/1995,1995,23,insta_15891,100,11068,"5,46","545,86","551,32","0,04981207083"
14306,female,11/05/1995,1995,23,insta_14306,98,11077,"18,14285714","612,3979592","630,5408163","0,05692342839"
10499,female,16/10/1994,1994,23,insta_10499,99,11164,"19,02020202","391,1919192","410,2121212","0,03674418857"
13260,male,20/11/1994,1994,23,insta_13260,100,11176,"2,66","155,25","157,91","0,0141293844"
15876,male,04/05/1995,1995,23,insta_15876,55,11246,"18,49090909","1088,545455","1107,036364","0,09843823258"
744,female,07/11/1994,1994,23,insta_744,100,11259,"14,21","537,95","552,16","0,04904165556"
9123,female,21/11/1994,1994,23,insta_9123,96,11348,"11,35416667","372,3333333","383,6875","0,03381102397"
12992,male,29/10/1994,1994,23,insta_12992,100,11418,"28,57","930,17","958,74","0,08396741986"
15585,male,07/09/1994,1994,23,insta_15585,100,11486,"45,41","571,36","616,77","0,05369754484"
13802,female,28/08/1994,1994,23,insta_13802,100,11554,"22,98","372,36","395,34","0,03421672148"
14409,female,29/09/1994,1994,23,insta_14409,100,11721,"41,87","283,33","325,2","0,02774507295"
11801,male,23/03/1995,1995,23,insta_11801,90,11742,"34,97777778","527,2333333","562,2111111","0,04788035353"
14559,female,18/11/1994,1994,23,insta_14559,100,11750,"76,82","1552,45","1629,27","0,1386612766"
12071,female,01/04/1995,1995,23,insta_12071,100,11838,"1,43","174,2","175,63","0,01483612097"
14985,female,11/02/1995,1995,23,insta_14985,100,11848,"43,44","1192,89","1236,33","0,1043492573"
8607,female,22/01/1995,1995,23,insta_8607,99,12051,"16,65656566","737,2727273","753,9292929","0,06256155447"
12564,female,13/07/1994,1994,23,insta_12564,46,12147,"14,41304348","525,8043478","540,2173913","0,0444733178"
13810,female,14/02/1995,1995,23,insta_13810,100,12188,"33,73","598,85","632,58","0,05190187069"
13672,female,02/06/1995,1995,23,insta_13672,100,12277,"7,58","445,28","452,86","0,03688686161"
10346,male,22/10/1994,1994,23,insta_10346,99,12324,"23,19191919","562,2626263","585,4545455","0,04750523738"
654,female,23/02/1995,1995,23,insta_654,100,12605,"12,99","360,17","373,16","0,02960412535"
13916,female,20/04/1995,1995,23,insta_13916,98,12701,"5,530612245","304,6428571","310,1734694","0,0244211849"
723,female,02/09/1994,1994,23,insta_723,100,13299,"124,37","1002,75","1127,12","0,08475223701"
3553,female,17/08/1994,1994,23,insta_3553,49,13446,21,"1175,55102","1196,55102","0,08898936638"
9415,female,19/07/1994,1994,23,insta_9415,100,13469,"3,32","81,97","85,29","0,006332318658"
16076,female,17/01/1995,1995,23,insta_16076,100,13491,"13,86","311,27","325,13","0,02409977022"
7158,female,02/11/1994,1994,23,insta_7158,100,13535,"113,91","861,76","975,67","0,07208496491"
6624,female,05/07/1994,1994,23,insta_6624,100,13714,"37,37","247,78","285,15","0,02079262068"
743,female,25/01/1995,1995,23,insta_743,100,14119,"34,17","836,21","870,38","0,06164600892"
8745,female,20/06/1994,1994,23,insta_8745,27,14220,"31,48148148","1287,111111","1318,592593","0,09272803042"
8647,female,22/05/1995,1995,23,insta_8647,29,14282,"16,10344828","337,2758621","353,3793103","0,0247429849"
12724,female,05/01/1995,1995,23,insta_12724,100,14702,"1,43","414,92","416,35","0,02831927629"
9613,female,24/03/1995,1995,23,insta_9613,100,14779,"891,09","739,5","1630,59","0,1103315515"
10475,female,15/03/1995,1995,23,insta_10475,97,14861,"19,04123711","663,4329897","682,4742268","0,04592384273"
11183,female,10/09/1994,1994,23,insta_11183,100,14870,"63,58","383,67","447,25","0,03007733692"
12137,male,25/10/1994,1994,23,insta_12137,100,14874,"13,47","814,14","827,61","0,05564138766"
630,female,10/04/1995,1995,23,insta_630,100,14971,"16,13","231,6","247,73","0,01654732483"
11765,female,22/10/1994,1994,23,insta_11765,98,14993,"136,5714286","817,3877551","953,9591837","0,0636269715"
14446,female,14/10/1994,1994,23,insta_14446,100,15290,"26,95","327,71","354,66","0,02319555265"
706,female,25/08/1994,1994,23,insta_706,100,15294,"28,71","793,06","821,77","0,0537315287"
10505,female,19/12/1994,1994,23,insta_10505,99,15721,"39,07070707","1437,909091","1476,979798","0,09394948146"
5655,female,01/07/1994,1994,23,insta_5655,100,15779,"12,17","428,75","440,92","0,02794346917"
6622,female,25/05/1995,1995,23,insta_6622,100,15932,"2,53","241,2","243,73","0,0152981421"
11173,female,10/04/1995,1995,23,insta_11173,100,15955,"47,08","393,2","440,28","0,02759511125"
6183,female,31/10/1994,1994,23,insta_6183,100,16050,"19,29","546,16","565,45","0,0352305296"
732,male,26/05/1995,1995,23,insta_732,100,16052,"48,81","672,9","721,71","0,04496075255"
16122,male,17/09/1994,1994,23,insta_16122,100,16262,"167,22","1791,04","1958,26","0,1204193826"
12500,female,19/07/1994,1994,23,insta_12500,100,16309,"87,82","1912,32","2000,14","0,12264026"
3374,female,28/06/1994,1994,23,insta_3374,100,16582,"6,37","306,88","313,25","0,01889096611"
16203,male,08/12/1994,1994,23,insta_16203,98,17298,"47,41836735","593,2959184","640,7142857","0,0370397899"
13437,male,17/10/1994,1994,23,insta_13437,100,18074,"101,67","1429,49","1531,16","0,08471616687"
10294,female,17/06/1994,1994,23,insta_10294,98,18183,"52,13265306","995,3367347","1047,469388","0,05760707187"
11648,female,14/09/1994,1994,23,insta_11648,100,18380,"73,35","1271,12","1344,47","0,07314853101"
8140,female,08/11/1994,1994,23,insta_8140,99,19081,"8,757575758","877,4848485","886,2424242","0,04644633008"
16008,male,29/08/1994,1994,23,insta_16008,100,19224,"183,96","1438,57","1622,53","0,08440126925"
13242,female,24/02/1995,1995,23,insta_13242,100,19288,"1,23","654,63","655,86","0,03400352551"
12450,female,17/01/1995,1995,23,insta_12450,100,19328,"31,37","748,08","779,45","0,04032750414"
14180,female,04/01/1995,1995,23,insta_14180,100,19667,"9,31","742,9","752,21","0,03824731784"
7200,female,21/01/1995,1995,23,insta_7200,100,19728,"4,64","409,19","413,83","0,02097678427"
14881,female,21/04/1995,1995,23,insta_14881,100,20011,"3,73","701,31","705,04","0,03523262206"
13119,female,14/12/1994,1994,23,insta_13119,100,20080,"1,04","411,68","412,72","0,02055378486"
5542,male,01/10/1994,1994,23,insta_5542,100,20448,"35,63","466,53","502,16","0,02455790297"
15008,female,20/09/1994,1994,23,insta_15008,100,20596,"8,74","328,36","337,1","0,01636725578"
12474,female,18/02/1995,1995,23,insta_12474,97,21024,"51,17525773","580,6082474","631,7835052","0,03005058529"
4332,male,25/02/1995,1995,23,insta_4332,100,21546,"38,9","1218,85","1257,75","0,05837510443"
11424,female,12/06/1994,1994,23,insta_11424,100,21568,"21,78","312,01","333,79","0,0154761684"
10373,female,15/05/1995,1995,23,insta_10373,100,21805,"6,18",217,"223,18","0,01023526714"
12290,male,24/06/1994,1994,23,insta_12290,100,21911,"15,09","1024,44","1039,53","0,04744329332"
13480,female,01/06/1995,1995,23,insta_13480,98,22578,"25,73469388","625,0408163","650,7755102","0,02882343477"
12214,male,04/12/1994,1994,23,insta_12214,60,22585,8,"1296,016667","1304,016667","0,0577381743"
13001,female,26/02/1995,1995,23,insta_13001,98,22590,"61,8877551","2450,387755","2512,27551","0,111211842"
11353,female,22/11/1994,1994,23,insta_11353,99,22870,"3,575757576","698,1616162","701,7373737","0,03068375049"
13230,female,30/11/1994,1994,23,insta_13230,100,22898,"8,17","185,83",194,"0,008472355664"
8103,female,18/06/1994,1994,23,insta_8103,100,23294,"139,52","2179,7","2319,22","0,09956297759"
14410,female,29/12/1994,1994,23,insta_14410,99,23442,"35,77777778","1806,575758","1842,353535","0,07859199451"
10873,female,13/04/1995,1995,23,insta_10873,99,23511,"119,7575758","1410,828283","1530,585859","0,0651008404"
9573,female,24/06/1994,1994,23,insta_9573,98,27436,"68,07142857","1491,979592","1560,05102","0,05686146014"
7282,female,18/11/1994,1994,23,insta_7282,100,29640,"39,11","526,23","565,34","0,01907354926"
198,female,25/05/1995,1995,23,insta_198,99,30501,"95,50505051","1250,767677","1346,272727","0,04413864225"
1728,female,06/09/1994,1994,23,insta_1728,100,30538,"16,77","961,2","977,97","0,03202469055"
12081,female,03/08/1994,1994,23,insta_12081,100,30870,"31,73","1167,02","1198,75","0,03883219955"
12519,female,31/07/1994,1994,23,insta_12519,96,31150,"33,3125","688,6041667","721,9166667","0,02317549492"
10215,male,21/11/1994,1994,23,insta_10215,100,31636,"150,8","3146,34","3297,14","0,1042211405"
11306,female,20/07/1994,1994,23,insta_11306,100,32450,"113,74","947,57","1061,31","0,03270600924"
9271,male,13/12/1994,1994,23,insta_9271,100,32535,"35,55","1999,73","2035,28","0,06255663132"
13424,female,28/08/1994,1994,23,insta_13424,100,32914,"28,18","1662,55","1690,73","0,05136811083"
662,female,12/09/1994,1994,23,insta_662,99,33096,"11,92929293","623,3434343","635,2727273","0,01919484914"
12069,female,07/01/1995,1995,23,insta_12069,100,34522,"30,69","1073,87","1104,56","0,03199582875"
10671,female,18/01/1995,1995,23,insta_10671,100,34809,"43,92","731,05","774,97","0,02226349507"
872,female,18/06/1994,1994,23,insta_872,100,35641,"38,94","901,93","940,87","0,02639852978"
11301,male,07/01/1995,1995,23,insta_11301,48,36794,"27,64583333","1034,3125","1061,958333","0,02886226921"
605,female,03/08/1994,1994,23,insta_605,100,36836,"33,13","445,71","478,84","0,01299923987"
12105,female,17/11/1994,1994,23,insta_12105,100,39398,"14,02","2074,67","2088,69","0,05301512767"
173,female,15/09/1994,1994,23,insta_173,100,42319,"103,67","3308,04","3411,71","0,08061887096"
11336,male,15/02/1995,1995,23,insta_11336,100,42795,"24,75","1372,43","1397,18","0,03264820657"
10719,female,10/02/1995,1995,23,insta_10719,100,44933,"34,03","2744,6","2778,63","0,06183940534"
10202,female,03/03/1995,1995,23,insta_10202,100,45714,"19,62","1762,04","1781,66","0,03897405609"
6134,female,16/01/1995,1995,23,insta_6134,99,49659,"37,1010101","533,979798","571,0808081","0,01150004648"
14251,male,15/03/1995,1995,23,insta_14251,100,51314,26,"1632,96","1658,96","0,03232957867"
13840,female,28/06/1994,1994,23,insta_13840,100,52444,"52,24","2096,5","2148,74","0,04097208451"
10780,male,25/07/1994,1994,23,insta_10780,100,53495,"110,54","4401,06","4511,6","0,08433685391"
9122,male,31/08/1994,1994,23,insta_9122,100,55191,"109,8","1938,71","2048,51","0,03711674005"
689,female,12/05/1995,1995,23,insta_689,100,57066,"95,11","1124,4","1219,51","0,02137016788"
14647,female,19/03/1995,1995,23,insta_14647,21,57105,"9,380952381","946,7619048","956,1428571","0,01674359263"
10501,female,20/06/1994,1994,23,insta_10501,100,57318,"27,5","484,53","512,03","0,008933144911"
11946,female,19/06/1994,1994,23,insta_11946,100,66042,"41,46","1243,89","1285,35","0,0194626147"
2216,female,16/01/1995,1995,23,insta_2216,100,66499,"116,28","1410,84","1527,12","0,02296455586"
10290,female,16/11/1994,1994,23,insta_10290,100,67370,"137,46","1863,59","2001,05","0,02970238979"
10223,female,01/10/1994,1994,23,insta_10223,100,67464,"66,27","2549,98","2616,25","0,03877994189"
15185,female,21/03/1995,1995,23,insta_15185,100,72310,"344,63","1948,13","2292,76","0,03170737104"
5474,female,13/07/1994,1994,23,insta_5474,100,72397,"40,32","1142,29","1182,61","0,01633506913"
4005,female,25/11/1994,1994,23,insta_4005,80,73903,"13,675","2571,6125","2585,2875","0,03498217258"
13473,female,21/06/1994,1994,23,insta_13473,100,76199,"82,09","3836,44","3918,53","0,05142495308"
1511,male,23/12/1994,1994,23,insta_1511,100,81009,"128,58","3703,64","3832,22","0,04730610179"
2594,male,24/10/1994,1994,23,insta_2594,100,81647,"31,53","2313,39","2344,92","0,02872022242"
13172,male,22/11/1994,1994,23,insta_13172,100,91841,"43,66","2812,7","2856,36","0,03110114219"
13201,female,26/02/1995,1995,23,insta_13201,99,91861,"63,12121212","3092,272727","3155,393939","0,03434965806"
1282,female,28/11/1994,1994,23,insta_1282,100,101042,"59,55","5455,91","5515,46","0,0545858158"
414,female,29/09/1994,1994,23,insta_414,100,290580,"187,69","12512,74","12700,43","0,04370717186"
2747,female,01/03/1994,1994,24,insta_2747,9,0,0,0,0,0
2831,female,02/02/1994,1994,24,insta_2831,100,4,0,"0,04","0,04","0,01"
2306,female,27/07/1993,1993,24,insta_2306,12,15,"0,1666666667","5,416666667","5,583333333","0,3722222222"
15514,female,11/12/1993,1993,24,insta_15514,7,15,"0,2857142857","2,285714286","2,571428571","0,1714285714"
10418,female,15/06/1993,1993,24,insta_10418,14,18,"0,9285714286","24,71428571","25,64285714","1,424603175"
15026,female,11/09/1993,1993,24,insta_15026,4,22,"1,75","4,5","6,25","0,2840909091"
11238,female,05/04/1994,1994,24,insta_11238,6,30,"1,833333333",12,"13,83333333","0,4611111111"
12842,female,07/12/1993,1993,24,insta_12842,4,31,"0,25","2,5","2,75","0,08870967742"
4311,female,24/07/1993,1993,24,insta_4311,5,32,"5,6","15,4",21,"0,65625"
16164,female,06/05/1994,1994,24,insta_16164,8,34,"1,25","44,625","45,875","1,349264706"
6737,male,04/04/1994,1994,24,insta_6737,14,35,"2,928571429","11,07142857",14,"0,4"
16031,female,12/04/1994,1994,24,insta_16031,6,35,"1,5","20,16666667","21,66666667","0,619047619"
8368,female,07/08/1993,1993,24,insta_8368,41,38,"3,804878049","26,19512195",30,"0,7894736842"
1426,female,03/07/1993,1993,24,insta_1426,4,45,"0,5","15,5",16,"0,3555555556"
11849,female,28/06/1993,1993,24,insta_11849,1,45,0,11,11,"0,2444444444"
7687,female,08/09/1993,1993,24,insta_7687,4,48,"0,5","3,5",4,"0,08333333333"
9982,female,03/07/1993,1993,24,insta_9982,4,50,0,"42,5","42,5","0,85"
9669,female,10/04/1994,1994,24,insta_9669,52,54,"0,8846153846","11,98076923","12,86538462","0,2382478632"
2300,female,31/12/1993,1993,24,insta_2300,18,55,"0,1666666667","10,61111111","10,77777778","0,195959596"
4451,female,05/06/1994,1994,24,insta_4451,64,55,"0,078125","4,796875","4,875","0,08863636364"
3799,female,08/04/1994,1994,24,insta_3799,1,58,0,36,36,"0,6206896552"
16151,female,22/04/1994,1994,24,insta_16151,18,58,"0,2777777778","5,833333333","6,111111111","0,1053639847"
11662,female,17/06/1993,1993,24,insta_11662,46,59,"1,586956522","14,10869565","15,69565217","0,2660280029"
1214,female,08/05/1994,1994,24,insta_1214,15,61,"0,4666666667","3,2","3,666666667","0,06010928962"
2315,female,05/09/1993,1993,24,insta_2315,44,62,"2,795454545","33,52272727","36,31818182","0,5857771261"
1829,female,16/07/1993,1993,24,insta_1829,92,63,"1,02173913","10,11956522","11,14130435","0,1768461008"
1411,female,09/02/1994,1994,24,insta_1411,100,64,"1,23","9,26","10,49","0,16390625"
6759,female,20/08/1993,1993,24,insta_6759,4,68,"0,5",4,"4,5","0,06617647059"
8857,female,04/03/1994,1994,24,insta_8857,100,69,"0,33","9,18","9,51","0,137826087"
6018,female,26/07/1993,1993,24,insta_6018,22,70,"0,5","6,954545455","7,454545455","0,1064935065"
3149,female,23/02/1994,1994,24,insta_3149,43,74,"1,697674419","19,97674419","21,6744186","0,2928975487"
423,female,03/06/1994,1994,24,insta_423,68,75,"0,2647058824","7,911764706","8,176470588","0,1090196078"
8750,male,29/06/1993,1993,24,insta_8750,100,77,"0,36","5,66","6,02","0,07818181818"
3118,female,30/07/1993,1993,24,insta_3118,13,78,"0,5384615385","20,92307692","21,46153846","0,275147929"
11538,female,10/03/1994,1994,24,insta_11538,12,78,"0,1666666667","9,083333333","9,25","0,1185897436"
6962,female,16/01/1994,1994,24,insta_6962,10,79,"0,2","8,8",9,"0,1139240506"
6973,female,15/12/1993,1993,24,insta_6973,15,79,"0,1333333333","8,866666667",9,"0,1139240506"
11771,female,07/05/1994,1994,24,insta_11771,4,82,"1,25","22,75",24,"0,2926829268"
2436,female,06/03/1994,1994,24,insta_2436,45,84,"1,4","16,2","17,6","0,2095238095"
